composition_id	base_id	candidate_source	candidate_group	candidate_band	is_mirror	mirror_model	assessor_source	assessor_model	path	filename	filename_original	ai_assessment_filename	ai_assessment_path	score_source_file	adequacao_ao_tema	adequacao_a_coletanea	adequacao_ao_tipo_de_texto	adequacao_a_norma_padrao	coesao	coerencia	pontuacao_total	score_sum_check	score_residual
46276_gemini_low_mirror	46276	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46276.txt		46276_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46276_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46276_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
46288_gemini_low_mirror	46288	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46288.txt		46288_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46288_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46288_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	5.0	5.0	5.0	29.0	29.0	0.0
46290_gemini_low_mirror	46290	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46290.txt		46290_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46290_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46290_avaliacao_gpt-5.6-sol.md	4.5	4.0	5.0	5.0	5.0	5.0	28.5	28.5	0.0
46626_gemini_low_mirror	46626	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46626.txt		46626_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46626_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46626_avaliacao_gpt-5.6-sol.md	4.0	3.0	5.0	5.0	5.0	4.0	26.0	26.0	0.0
46687_gemini_low_mirror	46687	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46687.txt		46687_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46687_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46687_avaliacao_gpt-5.6-sol.md	5.0	4.5	5.0	5.0	5.0	5.0	29.5	29.5	0.0
46699_gemini_low_mirror	46699	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46699.txt		46699_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46699_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46699_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
46705_gemini_low_mirror	46705	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46705.txt		46705_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46705_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46705_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
46724_gemini_low_mirror	46724	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46724.txt		46724_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46724_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46724_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
46743_gemini_low_mirror	46743	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46743.txt		46743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46743_avaliacao_gpt-5.6-sol.md	3.0	4.0	5.0	5.0	5.0	5.0	27.0	27.0	0.0
46946_gemini_low_mirror	46946	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		46946.txt		46946_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46946_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/46946_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	4.0	27.0	27.0	0.0
47010_gemini_low_mirror	47010	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		47010.txt		47010_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47010_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47010_avaliacao_gpt-5.6-sol.md	4.5	4.0	5.0	5.0	5.0	5.0	28.5	28.5	0.0
47046_gemini_low_mirror	47046	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		47046.txt		47046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47046_avaliacao_gpt-5.6-sol.md	3.5	4.0	5.0	5.0	5.0	5.0	27.5	27.5	0.0
47068_gemini_low_mirror	47068	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		47068.txt		47068_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47068_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47068_avaliacao_gpt-5.6-sol.md	3.5	3.5	5.0	4.5	5.0	4.5	26.0	26.0	0.0
47123_gemini_low_mirror	47123	gemini	gemini_low_mirror	low_mirror	True	gemini	gpt_ai	gpt-5.6-sol		47123.txt		47123_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47123_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gemini/47123_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	4.0	29.0	29.0	0.0
32610_gpt_low_mirror	32610	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32610.txt		32610_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32610_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32610_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
32674_gpt_low_mirror	32674	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32674.txt		32674_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32674_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32674_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
32714_gpt_low_mirror	32714	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32714.txt		32714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32714_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
32733_gpt_low_mirror	32733	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32733.txt		32733_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32733_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32733_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
32749_gpt_low_mirror	32749	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32749.txt		32749_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32749_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32749_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
32755_gpt_low_mirror	32755	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32755.txt		32755_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32755_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32755_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
32782_gpt_low_mirror	32782	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32782.txt		32782_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32782_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32782_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
32792_gpt_low_mirror	32792	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32792.txt		32792_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32792_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32792_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
32860_gpt_low_mirror	32860	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		32860.txt		32860_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32860_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/32860_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33167_gpt_low_mirror	33167	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33167.txt		33167_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33167_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33167_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
33310_gpt_low_mirror	33310	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33310.txt		33310_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33310_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33310_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	5.0	5.0	5.0	29.0	29.0	0.0
33360_gpt_low_mirror	33360	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33360.txt		33360_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33360_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33360_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33436_gpt_low_mirror	33436	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33436.txt		33436_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33436_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33436_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33465_gpt_low_mirror	33465	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33465.txt		33465_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33465_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33465_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
33497_gpt_low_mirror	33497	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33497.txt		33497_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33497_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33497_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
33645_gpt_low_mirror	33645	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33645.txt		33645_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33645_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33645_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
33787_gpt_low_mirror	33787	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33787.txt		33787_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33787_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33787_avaliacao_gpt-5.6-sol.md	5.0	4.5	5.0	5.0	5.0	5.0	29.5	29.5	0.0
33789_gpt_low_mirror	33789	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33789.txt		33789_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33789_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33789_avaliacao_gpt-5.6-sol.md	5.0	4.5	5.0	5.0	5.0	5.0	29.5	29.5	0.0
33856_gpt_low_mirror	33856	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33856.txt		33856_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33856_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33856_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33862_gpt_low_mirror	33862	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33862.txt		33862_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33862_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33862_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33871_gpt_low_mirror	33871	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33871.txt		33871_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33871_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33871_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
33948_gpt_low_mirror	33948	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33948.txt		33948_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33948_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33948_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
33964_gpt_low_mirror	33964	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		33964.txt		33964_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33964_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/33964_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34009_gpt_low_mirror	34009	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34009.txt		34009_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34009_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34009_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34025_gpt_low_mirror	34025	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34025.txt		34025_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34025_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34025_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34046_gpt_low_mirror	34046	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34046.txt		34046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34046_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34046_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34185_gpt_low_mirror	34185	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34185.txt		34185_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34185_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34185_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34210_gpt_low_mirror	34210	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34210.txt		34210_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34210_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34210_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34236_gpt_low_mirror	34236	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34236.txt		34236_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34236_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34236_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34251_gpt_low_mirror	34251	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34251.txt		34251_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34251_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34251_avaliacao_gpt-5.6-sol.md	4.5	4.0	5.0	5.0	5.0	5.0	28.5	28.5	0.0
34273_gpt_low_mirror	34273	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34273.txt		34273_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34273_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34273_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
34308_gpt_low_mirror	34308	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34308.txt		34308_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34308_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34308_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	5.0	5.0	5.0	29.0	29.0	0.0
34356_gpt_low_mirror	34356	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34356.txt		34356_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34356_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34356_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34362_gpt_low_mirror	34362	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34362.txt		34362_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34362_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34362_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34537_gpt_low_mirror	34537	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34537.txt		34537_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34537_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34537_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34613_gpt_low_mirror	34613	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34613.txt		34613_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34613_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34613_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34616_gpt_low_mirror	34616	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34616.txt		34616_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34616_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34616_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	5.0	5.0	5.0	29.0	29.0	0.0
34618_gpt_low_mirror	34618	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34618.txt		34618_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34618_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34618_avaliacao_gpt-5.6-sol.md	4.5	4.5	5.0	5.0	5.0	5.0	29.0	29.0	0.0
34637_gpt_low_mirror	34637	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34637.txt		34637_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34637_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34637_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34638_gpt_low_mirror	34638	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34638.txt		34638_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34638_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34638_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34642_gpt_low_mirror	34642	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34642.txt		34642_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34642_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34642_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34714_gpt_low_mirror	34714	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34714.txt		34714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34714_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34714_avaliacao_gpt-5.6-sol.md	5.0	4.5	5.0	5.0	5.0	5.0	29.5	29.5	0.0
34743_gpt_low_mirror	34743	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34743.txt		34743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34743_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34743_avaliacao_gpt-5.6-sol.md	4.0	4.0	5.0	5.0	5.0	5.0	28.0	28.0	0.0
34807_gpt_low_mirror	34807	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34807.txt		34807_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34807_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34807_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34823_gpt_low_mirror	34823	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34823.txt		34823_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34823_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34823_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34895_gpt_low_mirror	34895	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34895.txt		34895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34895_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34895_avaliacao_gpt-5.6-sol.md	5.0	5.0	5.0	5.0	5.0	5.0	30.0	30.0	0.0
34971_gpt_low_mirror	34971	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		34971.txt		34971_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34971_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/34971_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
35019_gpt_low_mirror	35019	gpt	gpt_low_mirror	low_mirror	True	gpt	gpt_ai	gpt-5.6-sol		35019.txt		35019_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/35019_avaliacao_gpt-5.6-sol.md	corpus/04_composicoes_avaliadas/menores_notas_gpt/35019_avaliacao_gpt-5.6-sol.md	5.0	4.0	5.0	5.0	5.0	5.0	29.0	29.0	0.0
