composition_id	base_id	candidate_band	candidate_group	adequacao_a_coletanea_gpt_ai	adequacao_a_coletanea_humano	adequacao_a_norma_padrao_gpt_ai	adequacao_a_norma_padrao_humano	adequacao_ao_tema_gpt_ai	adequacao_ao_tema_humano	adequacao_ao_tipo_de_texto_gpt_ai	adequacao_ao_tipo_de_texto_humano	coerencia_gpt_ai	coerencia_humano	coesao_gpt_ai	coesao_humano	pontuacao_total_gpt_ai	pontuacao_total_humano	total_diff_ai_minus_humano	total_abs_diff
40713_humano_maiores_notas	40713	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	4.5	3.0	3.5	4.0	4.0	4.0	4.0	3.0	3.0	20.0	23.0	-3.0	3.0
40765_humano_menores_notas	40765	menores_notas	humano_menores_notas	2.0	1.0	0.0	1.5	3.0	1.0	4.0	3.0	3.0	2.5	2.0	1.0	14.0	10.0	4.0	4.0
40772_humano_maiores_notas	40772	maiores_notas	humano_maiores_notas	3.5	4.0	2.0	2.5	4.0	5.0	4.5	4.5	3.5	4.5	4.0	3.0	21.5	23.5	-2.0	2.0
40803_humano_menores_notas	40803	menores_notas	humano_menores_notas	2.0	1.0	1.0	1.0	3.0	1.0	3.0	1.5	3.0	2.0	3.0	3.5	15.0	10.0	5.0	5.0
40865_humano_menores_notas	40865	menores_notas	humano_menores_notas	3.0	3.0	0.0	0.0	3.0	2.0	3.0	2.5	2.0	1.5	2.0	0.0	13.0	9.0	4.0	4.0
40869_humano_menores_notas	40869	menores_notas	humano_menores_notas	3.0	2.0	0.0	1.0	3.0	2.0	4.0	2.0	2.5	2.5	2.5	1.0	15.0	10.5	4.5	4.5
40887_humano_menores_notas	40887	menores_notas	humano_menores_notas	2.0	1.0	0.0	2.5	3.0	1.0	3.0	2.0	2.0	1.5	2.0	0.0	12.0	8.0	4.0	4.0
40898_humano_menores_notas	40898	menores_notas	humano_menores_notas	3.0	2.0	0.0	0.0	3.0	2.0	3.5	2.5	3.0	2.5	2.5	2.0	15.0	11.0	4.0	4.0
40906_humano_menores_notas	40906	menores_notas	humano_menores_notas	3.0	1.0	1.0	2.0	4.0	1.0	4.0	2.5	4.0	1.5	3.0	2.5	19.0	10.5	8.5	8.5
40926_humano_menores_notas	40926	menores_notas	humano_menores_notas	3.0	2.0	1.0	1.0	3.0	2.0	3.0	2.5	2.0	2.0	2.0	1.0	14.0	10.5	3.5	3.5
40929_humano_menores_notas	40929	menores_notas	humano_menores_notas	2.0	0.5	1.0	0.5	3.0	0.5	3.0	0.5	3.0	0.5	2.0	0.5	14.0	3.0	11.0	11.0
40943_humano_maiores_notas	40943	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	2.5	4.0	4.0	4.0	3.5	3.0	4.5	3.0	3.0	20.0	21.5	-1.5	1.5
40975_humano_maiores_notas	40975	maiores_notas	humano_maiores_notas	2.5	3.5	1.0	3.0	3.0	3.0	4.0	3.5	3.0	4.0	2.0	4.0	15.5	21.0	-5.5	5.5
40978_humano_menores_notas	40978	menores_notas	humano_menores_notas	2.5	1.0	0.0	3.5	3.0	1.0	3.0	2.5	3.0	2.5	3.0	0.0	14.5	10.5	4.0	4.0
41011_humano_menores_notas	41011	menores_notas	humano_menores_notas	2.0	1.0	3.0	1.0	3.0	1.0	3.5	2.0	4.0	1.5	3.0	3.0	18.5	9.5	9.0	9.0
41022_humano_maiores_notas	41022	maiores_notas	humano_maiores_notas	4.0	3.0	4.0	1.5	4.0	3.5	4.0	4.0	5.0	3.5	4.0	4.5	25.0	20.0	5.0	5.0
41023_humano_maiores_notas	41023	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	2.5	3.5	3.0	5.0	4.0	4.0	4.0	4.0	2.5	22.5	19.5	3.0	3.0
41088_humano_maiores_notas	41088	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	3.0	4.0	3.5	4.0	3.5	4.0	3.5	4.0	3.0	22.0	20.5	1.5	1.5
41093_humano_menores_notas	41093	menores_notas	humano_menores_notas	2.0	1.0	2.0	1.5	3.0	1.0	3.0	1.0	3.0	1.5	3.0	2.0	16.0	8.0	8.0	8.0
41096_humano_menores_notas	41096	menores_notas	humano_menores_notas	1.0	1.0	0.0	0.0	2.0	1.5	3.0	2.5	3.0	1.5	2.0	2.0	11.0	8.5	2.5	2.5
45015_humano_maiores_notas	45015	maiores_notas	humano_maiores_notas	4.0	3.0	3.0	2.5	4.0	4.0	4.0	3.0	3.0	3.0	4.0	4.5	22.0	20.0	2.0	2.0
45044_humano_menores_notas	45044	menores_notas	humano_menores_notas	2.0	1.0	1.0	0.0	3.0	2.5	4.0	3.0	4.0	2.0	3.0	0.5	17.0	9.0	8.0	8.0
45059_humano_maiores_notas	45059	maiores_notas	humano_maiores_notas	3.5	1.5	4.0	4.5	4.0	3.0	4.5	4.0	5.0	3.5	5.0	4.5	26.0	21.0	5.0	5.0
45075_humano_menores_notas	45075	menores_notas	humano_menores_notas	2.0	1.0	0.0	0.0	2.0	1.0	2.5	1.0	2.0	1.0	1.5	0.0	10.0	4.0	6.0	6.0
45078_humano_menores_notas	45078	menores_notas	humano_menores_notas	3.5	1.0	4.0	3.5	3.5	1.0	4.0	2.0	4.0	1.5	4.0	2.0	23.0	11.0	12.0	12.0
45081_humano_maiores_notas	45081	maiores_notas	humano_maiores_notas	4.0	4.0	2.0	1.5	4.0	4.0	4.0	4.0	4.0	3.5	3.0	3.0	21.0	20.0	1.0	1.0
45124_humano_menores_notas	45124	menores_notas	humano_menores_notas	4.0	1.5	2.0	2.0	3.0	1.0	4.0	1.5	4.0	1.5	3.0	2.0	20.0	9.5	10.5	10.5
45141_humano_maiores_notas	45141	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	4.5	4.0	3.0	5.0	4.0	4.0	3.5	5.0	4.0	26.0	22.5	3.5	3.5
45169_humano_maiores_notas	45169	maiores_notas	humano_maiores_notas	3.0	2.0	4.0	5.0	4.0	3.0	4.0	3.5	4.0	3.5	4.0	4.0	23.0	21.0	2.0	2.0
45186_humano_maiores_notas	45186	maiores_notas	humano_maiores_notas	4.0	2.0	4.0	5.0	4.0	2.5	4.5	3.5	5.0	3.0	4.0	4.0	25.5	20.0	5.5	5.5
45241_humano_menores_notas	45241	menores_notas	humano_menores_notas	4.0	1.5	4.0	2.0	4.0	1.5	4.0	1.5	5.0	1.5	3.0	3.0	24.0	11.0	13.0	13.0
45268_humano_menores_notas	45268	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	2.0	3.0	1.5	2.0	1.5	2.0	1.5	12.0	8.0	4.0	4.0
45279_humano_maiores_notas	45279	maiores_notas	humano_maiores_notas	4.0	3.5	2.0	2.5	4.0	3.5	4.0	3.5	3.0	4.0	3.0	4.0	20.0	21.0	-1.0	1.0
45355_humano_maiores_notas	45355	maiores_notas	humano_maiores_notas	4.0	4.5	4.0	5.0	4.0	4.5	5.0	4.5	4.0	4.5	5.0	5.0	26.0	28.0	-2.0	2.0
45357_humano_menores_notas	45357	menores_notas	humano_menores_notas	1.0	1.0	3.0	3.5	2.0	1.0	3.0	1.0	3.0	1.5	3.0	2.5	15.0	10.5	4.5	4.5
45389_humano_menores_notas	45389	menores_notas	humano_menores_notas	3.0	1.5	2.0	0.5	3.0	1.0	4.0	1.5	4.0	2.0	3.0	2.5	19.0	9.0	10.0	10.0
45519_humano_menores_notas	45519	menores_notas	humano_menores_notas	3.0	2.0	2.0	0.0	3.0	2.5	3.5	2.5	3.5	2.5	3.0	1.5	18.0	11.0	7.0	7.0
45531_humano_menores_notas	45531	menores_notas	humano_menores_notas	2.0	1.5	2.0	1.0	3.0	2.0	4.0	2.5	4.0	2.0	3.0	2.0	18.0	11.0	7.0	7.0
45576_humano_maiores_notas	45576	maiores_notas	humano_maiores_notas	4.0	3.5	4.0	2.5	5.0	3.5	5.0	3.5	5.0	3.5	5.0	4.0	28.0	20.5	7.5	7.5
45638_humano_menores_notas	45638	menores_notas	humano_menores_notas	2.5	1.0	4.0	0.0	3.0	1.0	4.5	2.0	3.0	1.0	4.0	3.0	21.0	8.0	13.0	13.0
45667_humano_menores_notas	45667	menores_notas	humano_menores_notas	2.5	1.5	0.0	1.0	3.0	1.5	3.0	3.0	3.0	2.0	1.0	2.0	12.5	11.0	1.5	1.5
45746_humano_menores_notas	45746	menores_notas	humano_menores_notas	2.0	1.0	1.0	0.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	3.0	13.0	8.0	5.0	5.0
45996_humano_menores_notas	45996	menores_notas	humano_menores_notas	3.0	1.0	4.0	4.0	4.0	1.0	4.0	1.0	4.0	1.0	4.0	3.0	23.0	11.0	12.0	12.0
46003_humano_maiores_notas	46003	maiores_notas	humano_maiores_notas	3.0	2.0	2.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	4.5	20.0	22.5	-2.5	2.5
46034_humano_menores_notas	46034	menores_notas	humano_menores_notas	3.0	1.0	3.0	0.0	3.5	1.5	4.0	2.0	4.0	3.0	4.0	1.5	21.5	9.0	12.5	12.5
46108_humano_menores_notas	46108	menores_notas	humano_menores_notas	2.0	1.0	4.0	3.5	3.0	1.0	4.0	2.5	4.0	1.5	4.0	1.5	21.0	11.0	10.0	10.0
46249_humano_menores_notas	46249	menores_notas	humano_menores_notas	2.0	2.0	3.0	0.5	3.0	1.5	4.0	2.5	3.0	2.5	3.0	1.0	18.0	10.0	8.0	8.0
46255_humano_menores_notas	46255	menores_notas	humano_menores_notas	4.0	1.0	3.0	1.5	4.0	1.0	4.0	2.0	5.0	1.5	4.0	3.0	24.0	10.0	14.0	14.0
46260_humano_maiores_notas	46260	maiores_notas	humano_maiores_notas	3.0	2.0	4.0	4.0	3.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	23.0	24.0	-1.0	1.0
46273_humano_menores_notas	46273	menores_notas	humano_menores_notas	2.0	1.0	0.0	1.0	3.0	1.0	3.0	1.0	2.0	1.0	2.0	1.5	12.0	6.5	5.5	5.5
46276_humano_menores_notas	46276	menores_notas	humano_menores_notas	2.0	1.5	2.0	0.0	3.0	3.0	4.0	2.5	4.0	4.0	3.0	0.0	18.0	11.0	7.0	7.0
46288_humano_menores_notas	46288	menores_notas	humano_menores_notas	2.0	1.0	2.0	2.5	3.0	1.0	3.0	1.5	3.0	1.0	2.0	2.5	15.0	9.5	5.5	5.5
46290_humano_menores_notas	46290	menores_notas	humano_menores_notas	3.0	2.0	3.0	2.0	4.0	2.0	4.0	1.0	3.0	2.0	4.0	2.0	21.0	11.0	10.0	10.0
46321_humano_maiores_notas	46321	maiores_notas	humano_maiores_notas	4.0	3.0	2.0	5.0	3.0	2.5	4.0	3.0	4.0	4.0	3.0	3.5	20.0	21.0	-1.0	1.0
46479_humano_maiores_notas	46479	maiores_notas	humano_maiores_notas	4.5	3.0	5.0	3.5	4.0	3.0	5.0	3.0	4.0	3.0	5.0	4.0	27.5	19.5	8.0	8.0
46597_humano_maiores_notas	46597	maiores_notas	humano_maiores_notas	4.0	4.0	5.0	4.0	4.0	3.0	5.0	4.0	5.0	3.0	5.0	4.5	28.0	22.5	5.5	5.5
46626_humano_menores_notas	46626	menores_notas	humano_menores_notas	2.0	2.0	0.0	0.5	3.0	2.0	3.0	3.0	4.0	2.0	2.0	0.5	14.0	10.0	4.0	4.0
46656_humano_maiores_notas	46656	maiores_notas	humano_maiores_notas	4.0	5.0	5.0	4.5	4.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	28.0	28.5	-0.5	0.5
46687_humano_menores_notas	46687	menores_notas	humano_menores_notas	2.0	1.0	3.0	1.0	3.0	1.0	4.0	3.0	3.0	1.0	4.0	4.0	19.0	11.0	8.0	8.0
46699_humano_menores_notas	46699	menores_notas	humano_menores_notas	3.0	1.0	3.0	0.0	4.0	2.0	4.0	2.5	4.5	3.0	4.0	0.0	22.5	8.5	14.0	14.0
46705_humano_menores_notas	46705	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.5	3.0	1.5	3.0	3.0	3.0	2.5	2.0	1.5	13.0	10.5	2.5	2.5
46711_humano_maiores_notas	46711	maiores_notas	humano_maiores_notas	4.0	4.0	0.0	3.5	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.5	19.0	24.0	-5.0	5.0
46724_humano_menores_notas	46724	menores_notas	humano_menores_notas	2.0	1.5	3.0	2.0	2.5	1.5	3.0	2.0	4.0	2.5	3.0	0.5	17.5	10.0	7.5	7.5
46743_humano_menores_notas	46743	menores_notas	humano_menores_notas	2.5	0.0	0.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	3.0	0.0	13.5	0.0	13.5	13.5
46771_humano_maiores_notas	46771	maiores_notas	humano_maiores_notas	3.0	2.0	3.0	4.5	4.0	3.0	4.0	3.5	4.0	3.0	4.0	4.5	22.0	20.5	1.5	1.5
46946_humano_menores_notas	46946	menores_notas	humano_menores_notas	2.0	1.0	0.0	2.0	3.0	1.0	4.0	2.5	3.0	2.0	3.0	1.0	15.0	9.5	5.5	5.5
46998_humano_maiores_notas	46998	maiores_notas	humano_maiores_notas	4.5	4.0	2.0	3.0	4.0	3.5	4.0	3.0	3.0	4.0	3.0	2.0	20.5	19.5	1.0	1.0
47002_humano_maiores_notas	47002	maiores_notas	humano_maiores_notas	4.0	2.5	0.0	4.0	3.0	2.5	4.0	3.5	4.0	3.0	3.0	4.0	18.0	19.5	-1.5	1.5
47010_humano_menores_notas	47010	menores_notas	humano_menores_notas	3.0	1.5	0.0	0.5	4.0	1.5	3.0	3.5	2.0	2.0	2.0	1.0	14.0	10.0	4.0	4.0
47046_humano_menores_notas	47046	menores_notas	humano_menores_notas	2.0	1.5	0.0	0.0	3.0	1.0	3.0	1.5	2.0	1.5	1.0	0.0	11.0	5.5	5.5	5.5
47068_humano_menores_notas	47068	menores_notas	humano_menores_notas	2.0	1.0	1.0	2.0	3.0	1.0	4.0	1.5	4.0	2.5	3.0	2.0	17.0	10.0	7.0	7.0
47099_humano_maiores_notas	47099	maiores_notas	humano_maiores_notas	3.0	3.5	2.0	4.0	3.0	3.0	4.0	2.5	3.0	3.5	3.0	3.0	18.0	19.5	-1.5	1.5
47123_humano_menores_notas	47123	menores_notas	humano_menores_notas	1.0	1.0	0.0	3.0	3.0	1.0	3.0	2.0	4.0	1.0	3.0	3.0	14.0	11.0	3.0	3.0
